file,numeral,emotion,speaker,language1,language2,nationality,coordinates
39714.wav,1000000,question,73,Chinese,English,Chinese,"(31.26,121.47)"
39717.wav,18,bored,77,Spanish,English,Mexican,"(20.66, -103.39)"
39719.wav,50,neutral,71,English,,British,"(51.56, 0.07)"
39720.wav,20,excited,129,Urdu,Punjabi,Pakistani,"(51.51, 0.14)"
39722.wav,15,question,47,Greek,English,Greek,"(40.63, 22.93)"
39723.wav,3,excited,47,Greek,English,Greek,"(40.63, 22.93)"
39725.wav,2,neutral,22,Marathi,English,Indian,"(18.52, 73.85)"
39728.wav,8,bored,132,English,,British,"(51.38, 2.36)"
39729.wav,18,bored,131,Polish,English,British,"(50.01, 20.98)"
39733.wav,1000,excited,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
39736.wav,20,neutral,151,Hindi,,Indian,"(51.52, -0.04)"
39737.wav,50,bored,132,English,,British,"(51.38, 2.36)"
39738.wav,60,neutral,67,English,,British,"(50.72, -3.54)"
39739.wav,30,bored,114,Sindhi,English,Irish,"(24.86,67.00)"
39740.wav,10,bored,47,Greek,English,Greek,"(40.63, 22.93)"
39741.wav,15,bored,18,Spanish,English,Spanish,"(28.15,-15.42)"
39743.wav,100,bored,71,English,,British,"(51.56, 0.07)"
39744.wav,8,question,83,,,,
39745.wav,1000000,bored,44,English,,Syrian,"(51.44, -0.21)"
39746.wav,5,bored,80,English,,Hong Kong,"(22.26, 114.16)"
39747.wav,16,question,65,Hindi,English,Indian,"(51.54, 0.00)"
39748.wav,10,bored,9,Dutch,English,Dutch,"(52.36, 4.90)"
39749.wav,60,question,10,Chinese,English,Chinese,"(51.52,-0.04)"
39750.wav,1000000,neutral,1,Chinese,,Chinese,"(51.52,-0.04)"
39751.wav,17,question,92,,,,
39752.wav,30,bored,108,English,,British,"(51.38, -0.10)"
39754.wav,80,neutral,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
39755.wav,0,neutral,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
39756.wav,13,question,52,Chinese,English,Chinese,"(51.52,-0.04)"
39757.wav,5,question,139,Chinese,English,Chinese,"(30.35, 118.43)"
39758.wav,9,question,86,Twi,English,British,"(51.59,-0.07)"
39759.wav,1000000000,excited,30,English,Malayalam,Indian,"(25.19, 55.29)"
39760.wav,50,neutral,125,Vietnamese,English,British,"(51.51,0.00)"
39761.wav,13,question,40,,,,
39762.wav,70,question,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
39763.wav,2,neutral,39,English,Igbo,British,"(51.54,0.19)"
39764.wav,1000000000,neutral,45,English,Hindi,Indian,"(25.20, 55.27)"
39769.wav,16,neutral,94,Russian,,Kazakhstan,"(49.8,73.1)"
39770.wav,18,bored,5,English,German,British,"(51.50, -0.12)"
39773.wav,5,bored,3,,,,
39775.wav,90,bored,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
39778.wav,16,bored,42,Urdu,English,British,"(51.58, -0.27)"
39779.wav,9,excited,71,English,,British,"(51.56, 0.07)"
39780.wav,13,neutral,72,English,,British,"(51.255, -0.31)"
39782.wav,50,neutral,71,English,,British,"(51.56, 0.07)"
39783.wav,6,excited,76,Arabic,English,British,"(51.50, -0.58)"
39784.wav,1000,question,14,Malayalam,English,Indian,"(9.98,76.28)"
39785.wav,16,bored,59,Hindi,English,Indian,"(19.07,72.87)"
39787.wav,7,bored,106,Tamil,English,Indian,"(51.52,-0.04)"
39788.wav,11,bored,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
39789.wav,50,neutral,86,Twi,English,British,"(51.59,-0.07)"
39790.wav,16,question,94,Russian,,Kazakhstan,"(49.8,73.1)"
39792.wav,1,bored,153,Greek,English,Greek,"(40.63, 22.94)"
39794.wav,5,question,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
39795.wav,80,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
39796.wav,50,bored,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
39797.wav,0,bored,76,Arabic,English,British,"(51.50, -0.58)"
39798.wav,40,bored,20,English,Yoruba,British,"(51.45, - 0.11)"
39800.wav,1000000,neutral,59,Hindi,English,Indian,"(19.07,72.87)"
39801.wav,9,excited,127,Chinese,English,Malaysian,"(2.80, 101.79)"
39802.wav,15,bored,9,Dutch,English,Dutch,"(52.36, 4.90)"
39803.wav,20,bored,87,Punjabi,English,Indian,"(51.57,0.07)"
39804.wav,19,neutral,147,English,Fante,British,"(51.33, -0.01)"
39805.wav,5,excited,101,Bengali,English,Indian,"(51.58,-0.43)"
39806.wav,7,excited,15,English,Tamil,Norwegian,"(51.57, 0.09)"
39807.wav,16,question,132,English,,British,"(51.38, 2.36)"
39808.wav,1000000,excited,140,Malayalam,English,Indian,"(19.07,72.99)"
39809.wav,7,excited,50,Tamil,English,Indian,"(51.52,-0.04)"
39810.wav,1000000,bored,136,Tamil,English,Indian,"(13.08, 80.27)"
39811.wav,1000000,bored,75,,,,
39813.wav,11,excited,4,Urdu,English,Indian,"(51.52, -0.04)"
39815.wav,1,question,46,Chinese,,Chinese,"(43.88, 125.35)"
39816.wav,1000,question,131,Polish,English,British,"(50.01, 20.98)"
39817.wav,16,neutral,109,English,Hindi,Indian,"(28.62,77.20)"
39818.wav,1,neutral,146,English,Pashto,British,"(51.41,-0.30)"
39819.wav,15,excited,106,Tamil,English,Indian,"(51.52,-0.04)"
39822.wav,13,bored,88,English,Arabic,British,"(51.52,-0.22)"
39823.wav,60,neutral,28,Chinese,English,Chinese,"(18.27,109.48)"
39825.wav,40,excited,151,Hindi,,Indian,"(51.52, -0.04)"
39827.wav,4,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
39829.wav,6,question,30,English,Malayalam,Indian,"(25.19, 55.29)"
39831.wav,18,excited,93,Chinese,English,Chinese,"(30.53,104.06)"
39832.wav,1000000,bored,39,English,Igbo,British,"(51.54,0.19)"
39833.wav,2,question,48,Gujarati,English,Indian,"(19.07, 72.87)"
39836.wav,3,bored,18,Spanish,English,Spanish,"(28.15,-15.42)"
39839.wav,3,question,46,Chinese,,Chinese,"(43.88, 125.35)"
39840.wav,19,excited,68,Tamil,English,Indian,"(51.34, 1.64)"
39841.wav,16,bored,45,English,Hindi,Indian,"(25.20, 55.27)"
39842.wav,30,question,146,English,Pashto,British,"(51.41,-0.30)"
39843.wav,1000,neutral,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
39844.wav,2,bored,95,Chinese,English,Chinese,"(39.4, 115.7)"
39845.wav,14,question,42,Urdu,English,British,"(51.58, -0.27)"
39846.wav,5,excited,15,English,Tamil,Norwegian,"(51.57, 0.09)"
39850.wav,18,bored,99,,,,
39851.wav,15,bored,63,,,,
39852.wav,8,neutral,139,Chinese,English,Chinese,"(30.35, 118.43)"
39853.wav,17,neutral,14,Malayalam,English,Indian,"(9.98,76.28)"
39855.wav,7,question,62,English,Yoruba,British,"(51.52, -0.04)"
39856.wav,17,excited,134,Urdu,English,Pakistani,"(33.68, 73.04)"
39857.wav,1,excited,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
39858.wav,19,excited,11,English,Filipino,Filipino,"(14.67, 121.04)"
39859.wav,3,excited,20,English,Yoruba,British,"(51.45, - 0.11)"
39861.wav,80,neutral,69,Hindi,English,Indian,"(28.68,77.34)"
39862.wav,5,neutral,139,Chinese,English,Chinese,"(30.35, 118.43)"
39864.wav,5,excited,55,Persian,English,Iranian,"(51.52,-0.04)"
39866.wav,9,excited,5,English,German,British,"(51.50, -0.12)"
39868.wav,1000000,bored,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
39869.wav,100,excited,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
39870.wav,0,bored,45,English,Hindi,Indian,"(25.20, 55.27)"
39873.wav,13,neutral,143,Urdu,English,British,"(51.54,0.04)"
39874.wav,12,bored,70,Tamil,English,Indian,"(13.08,80.27)"
39875.wav,14,question,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
39877.wav,13,neutral,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
39878.wav,30,excited,37,Hindi,English,Indian,"(51.52,-0.04)"
39881.wav,8,bored,150,Polish,English,Polish,"(52.22,21.01)"
39883.wav,30,question,145,Chinese,English,Chinese,"(51.52,-0.04)"
39884.wav,15,bored,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
39885.wav,1,neutral,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
39886.wav,0,question,142,Thai,English,Thai,"(13.58,100.75)"
39887.wav,11,bored,63,,,,
39888.wav,1000000,neutral,107,Bravanese,English,British,"(51.57, -0.07)"
39889.wav,1000000,question,10,Chinese,English,Chinese,"(51.52,-0.04)"
39890.wav,80,question,64,Nepalese,English,British,"51.26, -1.08"
39891.wav,70,excited,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
39893.wav,15,excited,147,English,Fante,British,"(51.33, -0.01)"
39894.wav,14,question,29,Hindi,English,Indian,"(25.61,85.07)"
39895.wav,6,neutral,83,,,,
39896.wav,100,bored,6,Telugu,English,Indian,"(17.36, 78.47)"
39897.wav,100,bored,130,English,,British,
39898.wav,18,excited,24,Chinese,English,Chinese,"(23.13, 113,26)"
39899.wav,2,neutral,69,Hindi,English,Indian,"(28.68,77.34)"
39900.wav,19,excited,18,Spanish,English,Spanish,"(28.15,-15.42)"
39901.wav,11,neutral,139,Chinese,English,Chinese,"(30.35, 118.43)"
39902.wav,19,bored,70,Tamil,English,Indian,"(13.08,80.27)"
39904.wav,60,excited,39,English,Igbo,British,"(51.54,0.19)"
39906.wav,15,excited,145,Chinese,English,Chinese,"(51.52,-0.04)"
39907.wav,80,excited,129,Urdu,Punjabi,Pakistani,"(51.51, 0.14)"
39908.wav,13,neutral,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
39909.wav,9,neutral,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
39910.wav,3,bored,146,English,Pashto,British,"(51.41,-0.30)"
39911.wav,1000,bored,60,Amharic,English,British,"(51.53, -0.06)"
39912.wav,1000000000,neutral,121,Kannada,English,Indian,"(12.97,77.59)"
39914.wav,12,neutral,87,Punjabi,English,Indian,"(51.57,0.07)"
39915.wav,1000000000,bored,37,Hindi,English,Indian,"(51.52,-0.04)"
39916.wav,18,neutral,50,Tamil,English,Indian,"(51.52,-0.04)"
39917.wav,19,neutral,40,,,,
39918.wav,1,neutral,42,Urdu,English,British,"(51.58, -0.27)"
39919.wav,1,bored,22,Marathi,English,Indian,"(18.52, 73.85)"
39921.wav,90,question,119,English,German,German,"(51.49, -0.12)"
39924.wav,60,bored,57,English,Bengali,British,"(51.53,0.04)"
39925.wav,1,neutral,1,Chinese,,Chinese,"(51.52,-0.04)"
39926.wav,50,neutral,66,English,,British,"(51.477,0.190)"
39928.wav,40,neutral,46,Chinese,,Chinese,"(43.88, 125.35)"
39929.wav,13,question,5,English,German,British,"(51.50, -0.12)"
39930.wav,1000000,excited,82,Urdu,English,Indian,"(22.71, 75.85)"
39933.wav,8,question,147,English,Fante,British,"(51.33, -0.01)"
39935.wav,19,excited,14,Malayalam,English,Indian,"(9.98,76.28)"
39939.wav,7,neutral,21,Chinese,English,Chinese,
39942.wav,6,neutral,130,English,,British,
39944.wav,1,question,151,Hindi,,Indian,"(51.52, -0.04)"
39945.wav,1000000000,question,44,English,,Syrian,"(51.44, -0.21)"
39946.wav,2,neutral,76,Arabic,English,British,"(51.50, -0.58)"
39948.wav,3,excited,148,Arabic,English,Egyptian,"(51.55, 0.30)"
39949.wav,80,excited,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
39950.wav,1000000,excited,32,Telugu,English,Indian,"(17.56, 78.45)"
39951.wav,8,excited,144,Arabic,English,Saudi Arabian,"(21.76, 39.12)"
39952.wav,15,neutral,56,English,Twi,British,"(51.04, 0.17)"
39953.wav,9,excited,34,Chinese,English,Chinese,"(30.45,121.57)"
39954.wav,18,excited,53,English,,British,"(51.52, -0.09)"
39955.wav,1,neutral,93,Chinese,English,Chinese,"(30.53,104.06)"
39960.wav,10,excited,86,Twi,English,British,"(51.59,-0.07)"
39961.wav,40,neutral,52,Chinese,English,Chinese,"(51.52,-0.04)"
39962.wav,40,bored,21,Chinese,English,Chinese,
39964.wav,11,question,53,English,,British,"(51.52, -0.09)"
39965.wav,19,neutral,61,Tamil,English,Indian,"(51.54, 0.05)"
39969.wav,1,excited,143,Urdu,English,British,"(51.54,0.04)"
39970.wav,10,excited,129,Urdu,Punjabi,Pakistani,"(51.51, 0.14)"
39973.wav,14,bored,46,Chinese,,Chinese,"(43.88, 125.35)"
39974.wav,14,excited,69,Hindi,English,Indian,"(28.68,77.34)"
39975.wav,5,question,40,,,,
39976.wav,1,excited,86,Twi,English,British,"(51.59,-0.07)"
39978.wav,8,bored,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
39981.wav,11,question,90,English,Igbo,Nigerian,"(6.4,3.4)"
39982.wav,19,bored,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
39985.wav,60,neutral,83,,,,
39986.wav,13,question,41,,,,
39987.wav,9,excited,146,English,Pashto,British,"(51.41,-0.30)"
39988.wav,16,bored,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
39989.wav,1000,question,68,Tamil,English,Indian,"(51.34, 1.64)"
39990.wav,17,question,9,Dutch,English,Dutch,"(52.36, 4.90)"
39991.wav,11,question,98,Kannada,English,Indian,"(12.93,77.52)"
39992.wav,6,question,26,Hindi,English,Indian,"(24.19, 77.03)"
39993.wav,40,bored,60,Amharic,English,British,"(51.53, -0.06)"
39994.wav,1000,excited,146,English,Pashto,British,"(51.41,-0.30)"
39995.wav,1000000,question,136,Tamil,English,Indian,"(13.08, 80.27)"
39997.wav,0,neutral,78,Malayalam,English,Indian,"(51.52, -0.04)"
39999.wav,2,bored,11,English,Filipino,Filipino,"(14.67, 121.04)"
40002.wav,80,question,2,Hindi,English,Indian,"(26.82, 75.62)"
40003.wav,5,excited,88,English,Arabic,British,"(51.52,-0.22)"
40004.wav,100,bored,107,Bravanese,English,British,"(51.57, -0.07)"
40005.wav,30,neutral,129,Urdu,Punjabi,Pakistani,"(51.51, 0.14)"
40006.wav,7,neutral,44,English,,Syrian,"(51.44, -0.21)"
40009.wav,19,question,26,Hindi,English,Indian,"(24.19, 77.03)"
40011.wav,18,question,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
40014.wav,20,neutral,14,Malayalam,English,Indian,"(9.98,76.28)"
40017.wav,8,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
40019.wav,50,question,73,Chinese,English,Chinese,"(31.26,121.47)"
40020.wav,1000000000,question,94,Russian,,Kazakhstan,"(49.8,73.1)"
40021.wav,7,excited,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
40022.wav,1000000000,bored,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
40023.wav,16,excited,102,Yu,English,Chinese,"(32.05, 118.78)"
40024.wav,80,excited,12,Italian,English,Italian,"(43.61, 13.53)"
40028.wav,50,question,32,Telugu,English,Indian,"(17.56, 78.45)"
40029.wav,15,bored,69,Hindi,English,Indian,"(28.68,77.34)"
40030.wav,10,excited,48,Gujarati,English,Indian,"(19.07, 72.87)"
40031.wav,9,neutral,48,Gujarati,English,Indian,"(19.07, 72.87)"
40033.wav,3,question,94,Russian,,Kazakhstan,"(49.8,73.1)"
40035.wav,11,excited,11,English,Filipino,Filipino,"(14.67, 121.04)"
40036.wav,8,question,31,English,French,British,"(52.21, 0.12)"
40037.wav,60,bored,29,Hindi,English,Indian,"(25.61,85.07)"
40038.wav,19,neutral,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
40039.wav,17,neutral,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
40040.wav,9,bored,14,Malayalam,English,Indian,"(9.98,76.28)"
40041.wav,8,question,130,English,,British,
40042.wav,30,bored,27,English,,British,"(51.54,-0.90)"
40043.wav,3,neutral,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
40044.wav,7,bored,66,English,,British,"(51.477,0.190)"
40045.wav,18,bored,15,English,Tamil,Norwegian,"(51.57, 0.09)"
40046.wav,30,bored,69,Hindi,English,Indian,"(28.68,77.34)"
40047.wav,12,bored,125,Vietnamese,English,British,"(51.51,0.00)"
40048.wav,7,excited,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
40049.wav,10,excited,39,English,Igbo,British,"(51.54,0.19)"
40050.wav,12,bored,150,Polish,English,Polish,"(52.22,21.01)"
40052.wav,1000000,question,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
40055.wav,1000000000,question,52,Chinese,English,Chinese,"(51.52,-0.04)"
40057.wav,14,question,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
40058.wav,90,question,91,Tamil,English,Indian,"(51.52,-0.04)"
40059.wav,1000000,bored,107,Bravanese,English,British,"(51.57, -0.07)"
40060.wav,40,bored,59,Hindi,English,Indian,"(19.07,72.87)"
40062.wav,90,question,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
40063.wav,2,excited,61,Tamil,English,Indian,"(51.54, 0.05)"
40064.wav,1000,excited,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
40065.wav,30,bored,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
40066.wav,13,question,67,English,,British,"(50.72, -3.54)"
40068.wav,12,neutral,90,English,Igbo,Nigerian,"(6.4,3.4)"
40069.wav,2,question,53,English,,British,"(51.52, -0.09)"
40070.wav,14,question,130,English,,British,
40071.wav,9,bored,68,Tamil,English,Indian,"(51.34, 1.64)"
40072.wav,18,neutral,109,English,Hindi,Indian,"(28.62,77.20)"
40073.wav,50,neutral,52,Chinese,English,Chinese,"(51.52,-0.04)"
40075.wav,100,neutral,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
40078.wav,17,bored,125,Vietnamese,English,British,"(51.51,0.00)"
40079.wav,7,excited,54,English,Hindi,Indian,"(13.08, 80.27)"
40080.wav,60,question,30,English,Malayalam,Indian,"(25.19, 55.29)"
40081.wav,4,excited,147,English,Fante,British,"(51.33, -0.01)"
40082.wav,14,bored,60,Amharic,English,British,"(51.53, -0.06)"
40083.wav,3,bored,65,Hindi,English,Indian,"(51.54, 0.00)"
40084.wav,40,question,47,Greek,English,Greek,"(40.63, 22.93)"
40085.wav,13,bored,10,Chinese,English,Chinese,"(51.52,-0.04)"
40086.wav,2,question,59,Hindi,English,Indian,"(19.07,72.87)"
40087.wav,11,excited,22,Marathi,English,Indian,"(18.52, 73.85)"
40088.wav,1000000000,excited,105,English,Punjabi,British,"(51.48,0.29)"
40090.wav,8,excited,38,Arabic,English,British,"(51.56, -0.11)"
40091.wav,7,bored,114,Sindhi,English,Irish,"(24.86,67.00)"
40092.wav,0,question,79,Arabic,English,Egyptian,"(30.02,31.50)"
40093.wav,19,neutral,54,English,Hindi,Indian,"(13.08, 80.27)"
40094.wav,2,neutral,10,Chinese,English,Chinese,"(51.52,-0.04)"
40095.wav,1000000000,question,18,Spanish,English,Spanish,"(28.15,-15.42)"
40097.wav,1000000000,neutral,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
40098.wav,1,neutral,112,Hindi,English,Indian,"(30.74,76.76)"
40099.wav,20,bored,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
40101.wav,11,bored,24,Chinese,English,Chinese,"(23.13, 113,26)"
40102.wav,8,bored,128,Portuguese,Spanish,Portuguese,"(38.90,-9.03)"
40106.wav,1000000,excited,130,English,,British,
40107.wav,7,neutral,140,Malayalam,English,Indian,"(19.07,72.99)"
40108.wav,18,question,29,Hindi,English,Indian,"(25.61,85.07)"
40109.wav,100,question,49,Chinese,,Chinese,"(39.93,116.44)"
40111.wav,30,excited,78,Malayalam,English,Indian,"(51.52, -0.04)"
40112.wav,10,neutral,28,Chinese,English,Chinese,"(18.27,109.48)"
40113.wav,7,excited,130,English,,British,
40114.wav,13,bored,23,English,German,British,"(51.50,0.13)"
40116.wav,17,excited,76,Arabic,English,British,"(51.50, -0.58)"
40117.wav,6,bored,98,Kannada,English,Indian,"(12.93,77.52)"
40119.wav,14,bored,37,Hindi,English,Indian,"(51.52,-0.04)"
40120.wav,8,question,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
40121.wav,18,question,54,English,Hindi,Indian,"(13.08, 80.27)"
40122.wav,80,question,29,Hindi,English,Indian,"(25.61,85.07)"
40123.wav,10,excited,81,Tamil,English,Indian,"(12.98,80.21)"
40124.wav,10,excited,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
40125.wav,3,bored,44,English,,Syrian,"(51.44, -0.21)"
40126.wav,6,neutral,118,,,,
40127.wav,8,excited,110,Hindi,,Indian,"(23.02, 72.57)"
40130.wav,60,bored,42,Urdu,English,British,"(51.58, -0.27)"
40131.wav,19,neutral,35,Urdu,,Pakistani,"(51.58,-0.34)"
40132.wav,1000000,question,26,Hindi,English,Indian,"(24.19, 77.03)"
40133.wav,13,bored,23,English,German,British,"(51.50,0.13)"
40135.wav,6,bored,85,English,Arabic,British,"(51.56,-0.25)"
40136.wav,11,neutral,47,Greek,English,Greek,"(40.63, 22.93)"
40137.wav,20,question,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
40138.wav,40,neutral,109,English,Hindi,Indian,"(28.62,77.20)"
40139.wav,1000,neutral,137,Urdu,English,Pakistani,"(24.86,67.00)"
40140.wav,6,bored,63,,,,
40141.wav,1000000,neutral,20,English,Yoruba,British,"(51.45, - 0.11)"
40142.wav,18,bored,45,English,Hindi,Indian,"(25.20, 55.27)"
40143.wav,0,bored,138,English,Italian,British,"(50.81, -3.50)"
40144.wav,18,question,151,Hindi,,Indian,"(51.52, -0.04)"
40145.wav,5,bored,127,Chinese,English,Malaysian,"(2.80, 101.79)"
40146.wav,8,neutral,101,Bengali,English,Indian,"(51.58,-0.43)"
40148.wav,5,bored,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
40152.wav,17,neutral,46,Chinese,,Chinese,"(43.88, 125.35)"
40154.wav,19,neutral,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
40156.wav,9,neutral,4,Urdu,English,Indian,"(51.52, -0.04)"
40157.wav,1000,question,119,English,German,German,"(51.49, -0.12)"
40158.wav,11,bored,117,English,,British,"(51.64, -0.13)"
40159.wav,6,bored,59,Hindi,English,Indian,"(19.07,72.87)"
40160.wav,30,excited,69,Hindi,English,Indian,"(28.68,77.34)"
40161.wav,90,neutral,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
40162.wav,17,bored,65,Hindi,English,Indian,"(51.54, 0.00)"
40163.wav,11,excited,57,English,Bengali,British,"(51.53,0.04)"
40164.wav,19,question,45,English,Hindi,Indian,"(25.20, 55.27)"
40166.wav,12,question,10,Chinese,English,Chinese,"(51.52,-0.04)"
40167.wav,70,question,93,Chinese,English,Chinese,"(30.53,104.06)"
40169.wav,19,neutral,44,English,,Syrian,"(51.44, -0.21)"
40171.wav,50,bored,91,Tamil,English,Indian,"(51.52,-0.04)"
40173.wav,0,neutral,137,Urdu,English,Pakistani,"(24.86,67.00)"
40175.wav,2,question,98,Kannada,English,Indian,"(12.93,77.52)"
40177.wav,30,bored,44,English,,Syrian,"(51.44, -0.21)"
40178.wav,18,excited,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
40179.wav,20,excited,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
40180.wav,0,bored,9,Dutch,English,Dutch,"(52.36, 4.90)"
40181.wav,13,question,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
40183.wav,17,question,33,English,,British,"(51.50, -0.10)"
40184.wav,18,question,1,Chinese,,Chinese,"(51.52,-0.04)"
40186.wav,10,neutral,1,Chinese,,Chinese,"(51.52,-0.04)"
40187.wav,16,question,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
40190.wav,0,question,35,Urdu,,Pakistani,"(51.58,-0.34)"
40191.wav,7,question,48,Gujarati,English,Indian,"(19.07, 72.87)"
40193.wav,40,neutral,152,,,,
40195.wav,4,excited,66,English,,British,"(51.477,0.190)"
40199.wav,100,bored,136,Tamil,English,Indian,"(13.08, 80.27)"
40200.wav,70,excited,139,Chinese,English,Chinese,"(30.35, 118.43)"
40201.wav,13,excited,117,English,,British,"(51.64, -0.13)"
40203.wav,12,neutral,110,Hindi,,Indian,"(23.02, 72.57)"
40204.wav,30,bored,91,Tamil,English,Indian,"(51.52,-0.04)"
40206.wav,80,neutral,11,English,Filipino,Filipino,"(14.67, 121.04)"
40207.wav,6,excited,142,Thai,English,Thai,"(13.58,100.75)"
40209.wav,100,neutral,135,Arabic,,Palestinian,"(31.89, 35.20)"
40210.wav,13,question,120,Romanian,English,Romanian,"(44.33,23.79)"
40211.wav,15,neutral,135,Arabic,,Palestinian,"(31.89, 35.20)"
40213.wav,3,neutral,114,Sindhi,English,Irish,"(24.86,67.00)"
40219.wav,18,excited,55,Persian,English,Iranian,"(51.52,-0.04)"
40220.wav,6,question,62,English,Yoruba,British,"(51.52, -0.04)"
40221.wav,30,bored,50,Tamil,English,Indian,"(51.52,-0.04)"
40224.wav,80,bored,110,Hindi,,Indian,"(23.02, 72.57)"
40225.wav,6,neutral,9,Dutch,English,Dutch,"(52.36, 4.90)"
40226.wav,12,excited,142,Thai,English,Thai,"(13.58,100.75)"
40227.wav,100,bored,121,Kannada,English,Indian,"(12.97,77.59)"
40228.wav,40,bored,79,Arabic,English,Egyptian,"(30.02,31.50)"
40230.wav,13,neutral,72,English,,British,"(51.255, -0.31)"
40231.wav,60,neutral,118,,,,
40234.wav,17,excited,19,,,,
40235.wav,11,bored,54,English,Hindi,Indian,"(13.08, 80.27)"
40238.wav,1000,bored,78,Malayalam,English,Indian,"(51.52, -0.04)"
40239.wav,8,question,35,Urdu,,Pakistani,"(51.58,-0.34)"
40240.wav,2,neutral,48,Gujarati,English,Indian,"(19.07, 72.87)"
40241.wav,13,question,131,Polish,English,British,"(50.01, 20.98)"
40242.wav,30,question,139,Chinese,English,Chinese,"(30.35, 118.43)"
40244.wav,12,question,135,Arabic,,Palestinian,"(31.89, 35.20)"
40247.wav,90,bored,150,Polish,English,Polish,"(52.22,21.01)"
40251.wav,4,excited,26,Hindi,English,Indian,"(24.19, 77.03)"
40252.wav,1000,neutral,68,Tamil,English,Indian,"(51.34, 1.64)"
40253.wav,40,excited,128,Portuguese,Spanish,Portuguese,"(38.90,-9.03)"
40254.wav,5,neutral,85,English,Arabic,British,"(51.56,-0.25)"
40255.wav,90,question,39,English,Igbo,British,"(51.54,0.19)"
40256.wav,17,neutral,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
40257.wav,60,question,132,English,,British,"(51.38, 2.36)"
40263.wav,9,question,34,Chinese,English,Chinese,"(30.45,121.57)"
40265.wav,60,bored,125,Vietnamese,English,British,"(51.51,0.00)"
40268.wav,8,bored,40,,,,
40269.wav,19,question,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
40270.wav,1000000,question,8,Chinese,English,Chinese,"(28.71, 115.90)"
40272.wav,60,question,92,,,,
40273.wav,12,excited,31,English,French,British,"(52.21, 0.12)"
40275.wav,70,excited,1,Chinese,,Chinese,"(51.52,-0.04)"
40277.wav,10,excited,94,Russian,,Kazakhstan,"(49.8,73.1)"
40278.wav,40,question,27,English,,British,"(51.54,-0.90)"
40280.wav,30,neutral,125,Vietnamese,English,British,"(51.51,0.00)"
40282.wav,11,excited,130,English,,British,
40283.wav,20,question,101,Bengali,English,Indian,"(51.58,-0.43)"
40284.wav,60,excited,77,Spanish,English,Mexican,"(20.66, -103.39)"
40285.wav,90,excited,3,,,,
40286.wav,13,bored,33,English,,British,"(51.50, -0.10)"
40287.wav,11,question,37,Hindi,English,Indian,"(51.52,-0.04)"
