file,numeral,emotion,speaker,language1,language2,nationality,coordinates
42869.wav,1000000000,neutral,88,English,Arabic,British,"(51.52,-0.22)"
42871.wav,19,excited,40,,,,
42872.wav,70,neutral,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
42873.wav,15,question,69,Hindi,English,Indian,"(28.68,77.34)"
42874.wav,10,question,107,Bravanese,English,British,"(51.57, -0.07)"
42876.wav,17,neutral,69,Hindi,English,Indian,"(28.68,77.34)"
42877.wav,80,excited,94,Russian,,Kazakhstan,"(49.8,73.1)"
42879.wav,8,bored,95,Chinese,English,Chinese,"(39.4, 115.7)"
42883.wav,1000,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
42884.wav,12,neutral,8,Chinese,English,Chinese,"(28.71, 115.90)"
42885.wav,90,bored,111,English,,British,"(51.40, 0.10)"
42887.wav,30,neutral,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
42889.wav,18,bored,98,Kannada,English,Indian,"(12.93,77.52)"
42890.wav,0,excited,99,,,,
42893.wav,17,neutral,18,Spanish,English,Spanish,"(28.15,-15.42)"
42896.wav,100,bored,42,Urdu,English,British,"(51.58, -0.27)"
42897.wav,80,question,10,Chinese,English,Chinese,"(51.52,-0.04)"
42898.wav,60,question,2,Hindi,English,Indian,"(26.82, 75.62)"
42902.wav,0,neutral,86,Twi,English,British,"(51.59,-0.07)"
42903.wav,100,excited,106,Tamil,English,Indian,"(51.52,-0.04)"
42904.wav,1,neutral,66,English,,British,"(51.477,0.190)"
42908.wav,11,excited,83,,,,
42909.wav,1,excited,57,English,Bengali,British,"(51.53,0.04)"
42910.wav,16,question,5,English,German,British,"(51.50, -0.12)"
42916.wav,1000000000,question,14,Malayalam,English,Indian,"(9.98,76.28)"
42917.wav,1000,bored,41,,,,
42918.wav,7,excited,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
42919.wav,50,neutral,119,English,German,German,"(51.49, -0.12)"
42920.wav,20,neutral,92,,,,
42922.wav,60,neutral,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
42923.wav,17,excited,79,Arabic,English,Egyptian,"(30.02,31.50)"
42924.wav,50,question,99,,,,
42926.wav,9,bored,54,English,Hindi,Indian,"(13.08, 80.27)"
42928.wav,30,neutral,67,English,,British,"(50.72, -3.54)"
42929.wav,1000,excited,101,Bengali,English,Indian,"(51.58,-0.43)"
42931.wav,10,excited,40,,,,
42933.wav,4,excited,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
42939.wav,5,excited,45,English,Hindi,Indian,"(25.20, 55.27)"
42941.wav,90,excited,37,Hindi,English,Indian,"(51.52,-0.04)"
42944.wav,50,question,26,Hindi,English,Indian,"(24.19, 77.03)"
42945.wav,1000000,bored,28,Chinese,English,Chinese,"(18.27,109.48)"
42947.wav,60,question,23,English,German,British,"(51.50,0.13)"
42949.wav,17,question,70,Tamil,English,Indian,"(13.08,80.27)"
42951.wav,14,neutral,1,Chinese,,Chinese,"(51.52,-0.04)"
42953.wav,16,bored,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
42954.wav,1000,neutral,107,Bravanese,English,British,"(51.57, -0.07)"
42956.wav,100,bored,15,English,Tamil,Norwegian,"(51.57, 0.09)"
42958.wav,6,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
42965.wav,6,bored,94,Russian,,Kazakhstan,"(49.8,73.1)"
42966.wav,12,neutral,12,Italian,English,Italian,"(43.61, 13.53)"
42972.wav,19,neutral,68,Tamil,English,Indian,"(51.34, 1.64)"
42977.wav,1,neutral,102,Yu,English,Chinese,"(32.05, 118.78)"
42978.wav,1000000000,question,55,Persian,English,Iranian,"(51.52,-0.04)"
42981.wav,5,excited,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
42983.wav,20,question,119,English,German,German,"(51.49, -0.12)"
42984.wav,3,question,81,Tamil,English,Indian,"(12.98,80.21)"
42985.wav,40,question,72,English,,British,"(51.255, -0.31)"
42986.wav,18,question,40,,,,
42987.wav,16,bored,111,English,,British,"(51.40, 0.10)"
42990.wav,9,excited,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
42992.wav,7,bored,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
42993.wav,13,question,111,English,,British,"(51.40, 0.10)"
42994.wav,6,neutral,97,Marathi,English,Indian,"(18.64, 73.78)"
42995.wav,6,bored,75,,,,
42999.wav,15,excited,22,Marathi,English,Indian,"(18.52, 73.85)"
43001.wav,20,question,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
43002.wav,11,excited,39,English,Igbo,British,"(51.54,0.19)"
43004.wav,17,neutral,118,,,,
43005.wav,13,excited,21,Chinese,English,Chinese,
43007.wav,19,question,62,English,Yoruba,British,"(51.52, -0.04)"
43010.wav,13,neutral,6,Telugu,English,Indian,"(17.36, 78.47)"
43011.wav,3,question,106,Tamil,English,Indian,"(51.52,-0.04)"
43012.wav,11,bored,91,Tamil,English,Indian,"(51.52,-0.04)"
43014.wav,7,question,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
43015.wav,60,excited,3,,,,
43017.wav,100,bored,90,English,Igbo,Nigerian,"(6.4,3.4)"
43018.wav,1,neutral,55,Persian,English,Iranian,"(51.52,-0.04)"
43019.wav,6,neutral,101,Bengali,English,Indian,"(51.58,-0.43)"
43023.wav,17,question,62,English,Yoruba,British,"(51.52, -0.04)"
43024.wav,14,neutral,23,English,German,British,"(51.50,0.13)"
43025.wav,2,question,112,Hindi,English,Indian,"(30.74,76.76)"
43026.wav,3,excited,66,English,,British,"(51.477,0.190)"
43028.wav,90,question,45,English,Hindi,Indian,"(25.20, 55.27)"
43030.wav,30,question,68,Tamil,English,Indian,"(51.34, 1.64)"
43033.wav,18,excited,99,,,,
43034.wav,13,excited,72,English,,British,"(51.255, -0.31)"
43038.wav,17,excited,67,English,,British,"(50.72, -3.54)"
43039.wav,4,neutral,67,English,,British,"(50.72, -3.54)"
43042.wav,13,question,59,Hindi,English,Indian,"(19.07,72.87)"
43044.wav,30,question,99,,,,
43048.wav,60,excited,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
43056.wav,70,excited,79,Arabic,English,Egyptian,"(30.02,31.50)"
43057.wav,0,bored,18,Spanish,English,Spanish,"(28.15,-15.42)"
43058.wav,7,question,11,English,Filipino,Filipino,"(14.67, 121.04)"
43059.wav,18,question,93,Chinese,English,Chinese,"(30.53,104.06)"
43060.wav,100,excited,95,Chinese,English,Chinese,"(39.4, 115.7)"
43064.wav,11,excited,14,Malayalam,English,Indian,"(9.98,76.28)"
43066.wav,20,excited,68,Tamil,English,Indian,"(51.34, 1.64)"
43067.wav,5,bored,61,Tamil,English,Indian,"(51.54, 0.05)"
43069.wav,17,excited,79,Arabic,English,Egyptian,"(30.02,31.50)"
43070.wav,6,excited,63,,,,
43071.wav,17,excited,112,Hindi,English,Indian,"(30.74,76.76)"
43072.wav,7,neutral,37,Hindi,English,Indian,"(51.52,-0.04)"
43073.wav,17,question,91,Tamil,English,Indian,"(51.52,-0.04)"
43075.wav,11,bored,88,English,Arabic,British,"(51.52,-0.22)"
43076.wav,6,excited,64,Nepalese,English,British,"51.26, -1.08"
43077.wav,6,neutral,81,Tamil,English,Indian,"(12.98,80.21)"
43081.wav,20,question,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
43082.wav,16,bored,80,English,,Hong Kong,"(22.26, 114.16)"
43089.wav,7,bored,117,English,,British,"(51.64, -0.13)"
43090.wav,0,excited,35,Urdu,,Pakistani,"(51.58,-0.34)"
43093.wav,17,question,55,Persian,English,Iranian,"(51.52,-0.04)"
43094.wav,15,excited,23,English,German,British,"(51.50,0.13)"
43095.wav,80,neutral,60,Amharic,English,British,"(51.53, -0.06)"
43097.wav,0,question,81,Tamil,English,Indian,"(12.98,80.21)"
43099.wav,50,question,80,English,,Hong Kong,"(22.26, 114.16)"
43100.wav,50,bored,117,English,,British,"(51.64, -0.13)"
43101.wav,17,bored,63,,,,
43104.wav,1000000,question,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
43105.wav,5,excited,79,Arabic,English,Egyptian,"(30.02,31.50)"
43108.wav,17,neutral,95,Chinese,English,Chinese,"(39.4, 115.7)"
43109.wav,5,neutral,117,English,,British,"(51.64, -0.13)"
43111.wav,50,excited,77,Spanish,English,Mexican,"(20.66, -103.39)"
43114.wav,8,question,102,Yu,English,Chinese,"(32.05, 118.78)"
43116.wav,3,question,75,,,,
43117.wav,6,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
43118.wav,4,bored,22,Marathi,English,Indian,"(18.52, 73.85)"
43119.wav,14,excited,99,,,,
43120.wav,17,excited,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
43121.wav,70,neutral,70,Tamil,English,Indian,"(13.08,80.27)"
43122.wav,1000000000,excited,107,Bravanese,English,British,"(51.57, -0.07)"
43123.wav,12,question,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
43126.wav,4,question,53,English,,British,"(51.52, -0.09)"
43128.wav,1,question,119,English,German,German,"(51.49, -0.12)"
43129.wav,1000000000,neutral,75,,,,
43132.wav,4,question,77,Spanish,English,Mexican,"(20.66, -103.39)"
43135.wav,16,excited,24,Chinese,English,Chinese,"(23.13, 113,26)"
43136.wav,1,neutral,39,English,Igbo,British,"(51.54,0.19)"
43137.wav,0,excited,87,Punjabi,English,Indian,"(51.57,0.07)"
43141.wav,40,excited,56,English,Twi,British,"(51.04, 0.17)"
43142.wav,7,question,54,English,Hindi,Indian,"(13.08, 80.27)"
43145.wav,1000000000,excited,46,Chinese,,Chinese,"(43.88, 125.35)"
43150.wav,5,excited,44,English,,Syrian,"(51.44, -0.21)"
43153.wav,1000000000,bored,85,English,Arabic,British,"(51.56,-0.25)"
43154.wav,4,bored,72,English,,British,"(51.255, -0.31)"
43155.wav,17,excited,109,English,Hindi,Indian,"(28.62,77.20)"
43157.wav,19,neutral,120,Romanian,English,Romanian,"(44.33,23.79)"
43160.wav,6,bored,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
43161.wav,1000,neutral,35,Urdu,,Pakistani,"(51.58,-0.34)"
43164.wav,0,question,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
43165.wav,16,excited,79,Arabic,English,Egyptian,"(30.02,31.50)"
43166.wav,13,excited,46,Chinese,,Chinese,"(43.88, 125.35)"
43169.wav,100,neutral,120,Romanian,English,Romanian,"(44.33,23.79)"
43170.wav,9,question,107,Bravanese,English,British,"(51.57, -0.07)"
43172.wav,80,neutral,35,Urdu,,Pakistani,"(51.58,-0.34)"
43174.wav,13,bored,19,,,,
43176.wav,90,excited,70,Tamil,English,Indian,"(13.08,80.27)"
43177.wav,1000000000,bored,110,Hindi,,Indian,"(23.02, 72.57)"
43180.wav,11,question,91,Tamil,English,Indian,"(51.52,-0.04)"
43181.wav,11,bored,63,,,,
43182.wav,1000000000,question,118,,,,
43184.wav,17,question,109,English,Hindi,Indian,"(28.62,77.20)"
43186.wav,15,excited,112,Hindi,English,Indian,"(30.74,76.76)"
43187.wav,8,neutral,29,Hindi,English,Indian,"(25.61,85.07)"
43188.wav,1,bored,21,Chinese,English,Chinese,
43191.wav,100,neutral,57,English,Bengali,British,"(51.53,0.04)"
43192.wav,20,excited,110,Hindi,,Indian,"(23.02, 72.57)"
43193.wav,20,question,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
43195.wav,5,excited,12,Italian,English,Italian,"(43.61, 13.53)"
43196.wav,16,excited,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
43197.wav,6,neutral,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
43200.wav,80,bored,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
43201.wav,17,bored,64,Nepalese,English,British,"51.26, -1.08"
43205.wav,14,excited,66,English,,British,"(51.477,0.190)"
43206.wav,1,bored,4,Urdu,English,Indian,"(51.52, -0.04)"
43210.wav,17,excited,50,Tamil,English,Indian,"(51.52,-0.04)"
43211.wav,1000000,neutral,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
43212.wav,16,bored,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
43213.wav,8,bored,18,Spanish,English,Spanish,"(28.15,-15.42)"
43220.wav,11,bored,60,Amharic,English,British,"(51.53, -0.06)"
43221.wav,8,neutral,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
43222.wav,20,neutral,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
43224.wav,8,bored,33,English,,British,"(51.50, -0.10)"
43225.wav,15,excited,91,Tamil,English,Indian,"(51.52,-0.04)"
43226.wav,1000000000,question,98,Kannada,English,Indian,"(12.93,77.52)"
43227.wav,40,question,114,Sindhi,English,Irish,"(24.86,67.00)"
43229.wav,80,excited,48,Gujarati,English,Indian,"(19.07, 72.87)"
43231.wav,1000000000,excited,27,English,,British,"(51.54,-0.90)"
43232.wav,0,neutral,55,Persian,English,Iranian,"(51.52,-0.04)"
43234.wav,10,excited,91,Tamil,English,Indian,"(51.52,-0.04)"
43236.wav,3,question,112,Hindi,English,Indian,"(30.74,76.76)"
43238.wav,90,neutral,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
43240.wav,70,neutral,44,English,,Syrian,"(51.44, -0.21)"
43241.wav,14,excited,114,Sindhi,English,Irish,"(24.86,67.00)"
43243.wav,30,bored,10,Chinese,English,Chinese,"(51.52,-0.04)"
43248.wav,3,question,18,Spanish,English,Spanish,"(28.15,-15.42)"
43249.wav,1000000000,bored,6,Telugu,English,Indian,"(17.36, 78.47)"
43250.wav,16,excited,109,English,Hindi,Indian,"(28.62,77.20)"
43251.wav,1,neutral,73,Chinese,English,Chinese,"(31.26,121.47)"
43256.wav,12,bored,10,Chinese,English,Chinese,"(51.52,-0.04)"
43257.wav,30,excited,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
43258.wav,13,question,86,Twi,English,British,"(51.59,-0.07)"
43260.wav,13,neutral,107,Bravanese,English,British,"(51.57, -0.07)"
43261.wav,30,bored,110,Hindi,,Indian,"(23.02, 72.57)"
43262.wav,40,neutral,11,English,Filipino,Filipino,"(14.67, 121.04)"
43263.wav,60,excited,44,English,,Syrian,"(51.44, -0.21)"
43264.wav,40,excited,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
43266.wav,5,excited,108,English,,British,"(51.38, -0.10)"
43269.wav,11,neutral,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
43270.wav,19,neutral,64,Nepalese,English,British,"51.26, -1.08"
43271.wav,80,neutral,42,Urdu,English,British,"(51.58, -0.27)"
43272.wav,40,excited,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
43273.wav,4,neutral,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
43274.wav,13,neutral,1,Chinese,,Chinese,"(51.52,-0.04)"
43276.wav,13,bored,40,,,,
43277.wav,30,neutral,63,,,,
43281.wav,14,neutral,102,Yu,English,Chinese,"(32.05, 118.78)"
43282.wav,50,neutral,22,Marathi,English,Indian,"(18.52, 73.85)"
43283.wav,1000000000,question,111,English,,British,"(51.40, 0.10)"
43286.wav,16,bored,120,Romanian,English,Romanian,"(44.33,23.79)"
43287.wav,14,bored,69,Hindi,English,Indian,"(28.68,77.34)"
43289.wav,17,neutral,77,Spanish,English,Mexican,"(20.66, -103.39)"
43291.wav,13,excited,18,Spanish,English,Spanish,"(28.15,-15.42)"
43295.wav,1000000,neutral,42,Urdu,English,British,"(51.58, -0.27)"
43296.wav,4,excited,92,,,,
43297.wav,6,neutral,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
43301.wav,17,excited,42,Urdu,English,British,"(51.58, -0.27)"
43303.wav,12,bored,69,Hindi,English,Indian,"(28.68,77.34)"
43306.wav,3,question,63,,,,
43309.wav,18,bored,81,Tamil,English,Indian,"(12.98,80.21)"
43310.wav,40,excited,102,Yu,English,Chinese,"(32.05, 118.78)"
43312.wav,1000000,bored,60,Amharic,English,British,"(51.53, -0.06)"
43313.wav,80,bored,106,Tamil,English,Indian,"(51.52,-0.04)"
43314.wav,0,bored,53,English,,British,"(51.52, -0.09)"
43317.wav,1000,question,120,Romanian,English,Romanian,"(44.33,23.79)"
43318.wav,20,bored,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
43319.wav,6,bored,94,Russian,,Kazakhstan,"(49.8,73.1)"
43320.wav,5,bored,119,English,German,German,"(51.49, -0.12)"
43322.wav,1000000,neutral,45,English,Hindi,Indian,"(25.20, 55.27)"
43323.wav,14,neutral,30,English,Malayalam,Indian,"(25.19, 55.29)"
43326.wav,3,neutral,4,Urdu,English,Indian,"(51.52, -0.04)"
43327.wav,18,bored,77,Spanish,English,Mexican,"(20.66, -103.39)"
43329.wav,2,neutral,34,Chinese,English,Chinese,"(30.45,121.57)"
43331.wav,11,question,26,Hindi,English,Indian,"(24.19, 77.03)"
43333.wav,19,excited,37,Hindi,English,Indian,"(51.52,-0.04)"
43335.wav,1,bored,88,English,Arabic,British,"(51.52,-0.22)"
43336.wav,20,excited,97,Marathi,English,Indian,"(18.64, 73.78)"
43337.wav,19,excited,65,Hindi,English,Indian,"(51.54, 0.00)"
43338.wav,90,excited,12,Italian,English,Italian,"(43.61, 13.53)"
43340.wav,1000,bored,52,Chinese,English,Chinese,"(51.52,-0.04)"
43343.wav,9,excited,55,Persian,English,Iranian,"(51.52,-0.04)"
43344.wav,70,neutral,19,,,,
43347.wav,50,neutral,87,Punjabi,English,Indian,"(51.57,0.07)"
43349.wav,3,excited,5,English,German,British,"(51.50, -0.12)"
43353.wav,2,excited,2,Hindi,English,Indian,"(26.82, 75.62)"
43354.wav,9,question,79,Arabic,English,Egyptian,"(30.02,31.50)"
43356.wav,17,question,114,Sindhi,English,Irish,"(24.86,67.00)"
43357.wav,4,bored,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
43358.wav,17,excited,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
43359.wav,19,question,8,Chinese,English,Chinese,"(28.71, 115.90)"
43360.wav,17,question,114,Sindhi,English,Irish,"(24.86,67.00)"
43363.wav,60,excited,83,,,,
43364.wav,19,question,77,Spanish,English,Mexican,"(20.66, -103.39)"
43365.wav,70,excited,22,Marathi,English,Indian,"(18.52, 73.85)"
43366.wav,30,excited,52,Chinese,English,Chinese,"(51.52,-0.04)"
43368.wav,4,neutral,46,Chinese,,Chinese,"(43.88, 125.35)"
43369.wav,50,excited,114,Sindhi,English,Irish,"(24.86,67.00)"
43371.wav,90,excited,11,English,Filipino,Filipino,"(14.67, 121.04)"
43374.wav,4,bored,60,Amharic,English,British,"(51.53, -0.06)"
43376.wav,1,question,77,Spanish,English,Mexican,"(20.66, -103.39)"
43377.wav,80,neutral,40,,,,
43378.wav,5,question,102,Yu,English,Chinese,"(32.05, 118.78)"
43380.wav,0,neutral,106,Tamil,English,Indian,"(51.52,-0.04)"
43381.wav,1000000000,neutral,70,Tamil,English,Indian,"(13.08,80.27)"
43382.wav,50,question,108,English,,British,"(51.38, -0.10)"
43383.wav,40,neutral,15,English,Tamil,Norwegian,"(51.57, 0.09)"
43392.wav,16,neutral,35,Urdu,,Pakistani,"(51.58,-0.34)"
43393.wav,18,question,55,Persian,English,Iranian,"(51.52,-0.04)"
43395.wav,1000000,excited,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
43397.wav,1000000,question,47,Greek,English,Greek,"(40.63, 22.93)"
43399.wav,4,neutral,105,English,Punjabi,British,"(51.48,0.29)"
43400.wav,6,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
43408.wav,10,excited,26,Hindi,English,Indian,"(24.19, 77.03)"
43410.wav,18,question,65,Hindi,English,Indian,"(51.54, 0.00)"
43411.wav,13,neutral,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
43413.wav,18,neutral,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
43414.wav,11,question,91,Tamil,English,Indian,"(51.52,-0.04)"
43416.wav,13,excited,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
43419.wav,90,bored,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
43422.wav,60,excited,45,English,Hindi,Indian,"(25.20, 55.27)"
43423.wav,15,neutral,35,Urdu,,Pakistani,"(51.58,-0.34)"
43426.wav,0,neutral,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
43429.wav,10,excited,10,Chinese,English,Chinese,"(51.52,-0.04)"
43431.wav,10,excited,111,English,,British,"(51.40, 0.10)"
43432.wav,20,bored,46,Chinese,,Chinese,"(43.88, 125.35)"
43433.wav,90,bored,19,,,,
43434.wav,1000000000,question,33,English,,British,"(51.50, -0.10)"
43436.wav,13,neutral,93,Chinese,English,Chinese,"(30.53,104.06)"
43437.wav,6,neutral,87,Punjabi,English,Indian,"(51.57,0.07)"
43438.wav,1000000000,excited,29,Hindi,English,Indian,"(25.61,85.07)"
43439.wav,60,question,50,Tamil,English,Indian,"(51.52,-0.04)"
43440.wav,50,neutral,54,English,Hindi,Indian,"(13.08, 80.27)"
43441.wav,9,neutral,60,Amharic,English,British,"(51.53, -0.06)"
43442.wav,1,neutral,42,Urdu,English,British,"(51.58, -0.27)"
43443.wav,1000,excited,112,Hindi,English,Indian,"(30.74,76.76)"
43448.wav,20,question,93,Chinese,English,Chinese,"(30.53,104.06)"
43449.wav,17,excited,120,Romanian,English,Romanian,"(44.33,23.79)"
43450.wav,14,bored,29,Hindi,English,Indian,"(25.61,85.07)"
43451.wav,8,excited,27,English,,British,"(51.54,-0.90)"
43453.wav,40,bored,37,Hindi,English,Indian,"(51.52,-0.04)"
43454.wav,16,bored,22,Marathi,English,Indian,"(18.52, 73.85)"
43455.wav,20,question,39,English,Igbo,British,"(51.54,0.19)"
43456.wav,9,neutral,15,English,Tamil,Norwegian,"(51.57, 0.09)"
43458.wav,0,question,80,English,,Hong Kong,"(22.26, 114.16)"
43459.wav,15,excited,72,English,,British,"(51.255, -0.31)"
43460.wav,100,neutral,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
43461.wav,15,excited,91,Tamil,English,Indian,"(51.52,-0.04)"
43462.wav,19,excited,5,English,German,British,"(51.50, -0.12)"
43463.wav,60,excited,28,Chinese,English,Chinese,"(18.27,109.48)"
43464.wav,1000000,excited,32,Telugu,English,Indian,"(17.56, 78.45)"
43465.wav,16,excited,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
43466.wav,2,bored,71,English,,British,"(51.56, 0.07)"
43468.wav,1,question,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
43470.wav,1000000000,bored,107,Bravanese,English,British,"(51.57, -0.07)"
43471.wav,80,bored,32,Telugu,English,Indian,"(17.56, 78.45)"
43476.wav,1000000,excited,37,Hindi,English,Indian,"(51.52,-0.04)"
43477.wav,7,neutral,30,English,Malayalam,Indian,"(25.19, 55.29)"
43480.wav,15,bored,23,English,German,British,"(51.50,0.13)"
43484.wav,17,bored,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
43485.wav,50,neutral,28,Chinese,English,Chinese,"(18.27,109.48)"
43486.wav,10,excited,101,Bengali,English,Indian,"(51.58,-0.43)"
43487.wav,60,excited,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
43488.wav,11,neutral,83,,,,
43490.wav,50,question,78,Malayalam,English,Indian,"(51.52, -0.04)"
43491.wav,14,bored,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
43492.wav,40,bored,72,English,,British,"(51.255, -0.31)"
43493.wav,90,question,2,Hindi,English,Indian,"(26.82, 75.62)"
43494.wav,15,question,32,Telugu,English,Indian,"(17.56, 78.45)"
43495.wav,15,question,80,English,,Hong Kong,"(22.26, 114.16)"
43496.wav,60,neutral,69,Hindi,English,Indian,"(28.68,77.34)"
43499.wav,16,bored,14,Malayalam,English,Indian,"(9.98,76.28)"
43501.wav,14,bored,80,English,,Hong Kong,"(22.26, 114.16)"
43502.wav,7,excited,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
43503.wav,2,neutral,6,Telugu,English,Indian,"(17.36, 78.47)"
43505.wav,1000000,bored,73,Chinese,English,Chinese,"(31.26,121.47)"
43507.wav,70,bored,38,Arabic,English,British,"(51.56, -0.11)"
43508.wav,3,bored,105,English,Punjabi,British,"(51.48,0.29)"
43509.wav,2,excited,80,English,,Hong Kong,"(22.26, 114.16)"
43510.wav,16,excited,38,Arabic,English,British,"(51.56, -0.11)"
43512.wav,80,question,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
43513.wav,20,excited,64,Nepalese,English,British,"51.26, -1.08"
43515.wav,18,excited,65,Hindi,English,Indian,"(51.54, 0.00)"
43516.wav,18,question,1,Chinese,,Chinese,"(51.52,-0.04)"
43521.wav,30,neutral,93,Chinese,English,Chinese,"(30.53,104.06)"
43533.wav,6,bored,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
43534.wav,30,bored,97,Marathi,English,Indian,"(18.64, 73.78)"
43536.wav,20,question,68,Tamil,English,Indian,"(51.34, 1.64)"
43537.wav,60,neutral,119,English,German,German,"(51.49, -0.12)"
43539.wav,50,bored,85,English,Arabic,British,"(51.56,-0.25)"
43540.wav,10,excited,3,,,,
43541.wav,9,bored,28,Chinese,English,Chinese,"(18.27,109.48)"
43542.wav,12,excited,0,German,,German,"(52.52, 13.40)"
43543.wav,18,bored,39,English,Igbo,British,"(51.54,0.19)"
43544.wav,30,neutral,19,,,,
43545.wav,90,bored,114,Sindhi,English,Irish,"(24.86,67.00)"
43546.wav,1,question,11,English,Filipino,Filipino,"(14.67, 121.04)"
43549.wav,17,bored,80,English,,Hong Kong,"(22.26, 114.16)"
43550.wav,7,bored,8,Chinese,English,Chinese,"(28.71, 115.90)"
43551.wav,1000,question,61,Tamil,English,Indian,"(51.54, 0.05)"
43557.wav,1000000,neutral,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
43559.wav,1000,neutral,30,English,Malayalam,Indian,"(25.19, 55.29)"
43563.wav,1,bored,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
43564.wav,70,bored,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
43567.wav,1000,question,90,English,Igbo,Nigerian,"(6.4,3.4)"
43570.wav,12,neutral,2,Hindi,English,Indian,"(26.82, 75.62)"
43573.wav,11,bored,101,Bengali,English,Indian,"(51.58,-0.43)"
43574.wav,1,question,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
43581.wav,15,excited,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
43583.wav,60,bored,34,Chinese,English,Chinese,"(30.45,121.57)"
43584.wav,4,bored,111,English,,British,"(51.40, 0.10)"
43585.wav,20,neutral,59,Hindi,English,Indian,"(19.07,72.87)"
43587.wav,14,excited,107,Bravanese,English,British,"(51.57, -0.07)"
43589.wav,2,bored,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
43592.wav,40,excited,69,Hindi,English,Indian,"(28.68,77.34)"
43594.wav,80,excited,38,Arabic,English,British,"(51.56, -0.11)"
43595.wav,20,question,99,,,,
43596.wav,13,neutral,119,English,German,German,"(51.49, -0.12)"
43597.wav,17,bored,91,Tamil,English,Indian,"(51.52,-0.04)"
43598.wav,12,excited,56,English,Twi,British,"(51.04, 0.17)"
43599.wav,30,neutral,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
43601.wav,17,excited,82,Urdu,English,Indian,"(22.71, 75.85)"
43604.wav,19,bored,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
43605.wav,18,bored,41,,,,
43607.wav,10,excited,35,Urdu,,Pakistani,"(51.58,-0.34)"
43608.wav,5,neutral,3,,,,
43609.wav,17,bored,78,Malayalam,English,Indian,"(51.52, -0.04)"
43610.wav,16,bored,66,English,,British,"(51.477,0.190)"
